term,date,slot,room,teacher,subjectcode,sessionnumber,studentgroup,,,Note,SlotType,Type
SP22,3/3/2022,4,1,tientt24,5032,31,GBH1101,,,,,1
SP22,3/3/2022,5,1,tientt24,5032,32,GBH1101,,,,,1
SP22,3/3/2022,6,1,tientt24,5032,33,GBH1101,,,,,1
SP22,3/5/2022,4,1,tientt24,5032,34,GBH1101,,,,,1
SP22,3/5/2022,5,1,tientt24,5032,35,GBH1101,,,,,1
SP22,3/5/2022,6,1,tientt24,5032,36,GBH1101,,,,,1
SP22,3/10/2022,4,1,tientt24,5032,37,GBH1101,,,,,1
SP22,3/10/2022,5,1,tientt24,5032,38,GBH1101,,,,,1
SP22,3/12/2022,4,1,tientt24,5032,39,GBH1101,,,,,1
SP22,3/12/2022,5,1,tientt24,5032,40,GBH1101,,,,,1
SP22,1/10/2022,4,2,liendp3,5033,1,GBH1101,,,,,1
SP22,1/10/2022,5,2,liendp3,5033,2,GBH1101,,,,,1
SP22,1/12/2022,4,2,liendp3,5033,3,GBH1101,,,,,1
SP22,1/12/2022,5,2,liendp3,5033,4,GBH1101,,,,,1
SP22,1/14/2022,4,2,liendp3,5033,5,GBH1101,,,,,1
SP22,1/14/2022,5,2,liendp3,5033,6,GBH1101,,,,,1
SP22,1/17/2022,4,2,liendp3,5033,7,GBH1101,,,,,1
SP22,1/17/2022,5,2,liendp3,5033,8,GBH1101,,,,,1
SP22,1/19/2022,4,2,liendp3,5033,9,GBH1101,,,,,1
SP22,1/19/2022,5,2,liendp3,5033,10,GBH1101,,,,,1
SP22,1/21/2022,4,2,liendp3,5033,11,GBH1101,,,,,1
SP22,1/21/2022,5,2,liendp3,5033,12,GBH1101,,,,,1
SP22,2/7/2022,4,2,liendp3,5033,13,GBH1101,,,,,1
SP22,2/7/2022,5,2,liendp3,5033,14,GBH1101,,,,,1
SP22,2/9/2022,4,2,liendp3,5033,15,GBH1101,,,,,1
SP22,2/9/2022,5,2,liendp3,5033,16,GBH1101,,,,,1
SP22,2/11/2022,4,2,liendp3,5033,17,GBH1101,,,,,1
SP22,2/11/2022,5,2,liendp3,5033,18,GBH1101,,,,,1
SP22,2/14/2022,4,2,liendp3,5033,19,GBH1101,,,,,1
SP22,2/14/2022,5,2,liendp3,5033,20,GBH1101,,,,,1
SP22,2/16/2022,4,2,liendp3,5033,21,GBH1101,,,,,1
SP22,2/16/2022,5,2,liendp3,5033,22,GBH1101,,,,,1
SP22,2/18/2022,4,2,liendp3,5033,23,GBH1101,,,,,1
SP22,2/18/2022,5,2,liendp3,5033,24,GBH1101,,,,,1
SP22,2/21/2022,4,2,liendp3,5033,25,GBH1101,,,,,1
SP22,2/21/2022,5,2,liendp3,5033,26,GBH1101,,,,,1
SP22,2/23/2022,4,2,liendp3,5033,27,GBH1101,,,,,1
SP22,2/23/2022,5,2,liendp3,5033,28,GBH1101,,,,,1
SP22,2/25/2022,4,2,liendp3,5033,29,GBH1101,,,,,1
SP22,2/25/2022,5,2,liendp3,5033,30,GBH1101,,,,,1
SP22,2/28/2022,4,2,liendp3,5033,31,GBH1101,,,,,1
SP22,2/28/2022,5,2,liendp3,5033,32,GBH1101,,,,,1
SP22,3/2/2022,4,2,liendp3,5033,33,GBH1101,,,,,1
SP22,3/2/2022,5,2,liendp3,5033,34,GBH1101,,,,,1
SP22,3/4/2022,4,2,liendp3,5033,35,GBH1101,,,,,1
SP22,3/4/2022,5,2,liendp3,5033,36,GBH1101,,,,,1
SP22,3/7/2022,4,2,liendp3,5033,37,GBH1101,,,,,1
SP22,3/7/2022,5,2,liendp3,5033,38,GBH1101,,,,,1
SP22,3/9/2022,4,2,liendp3,5033,39,GBH1101,,,,,1
SP22,3/9/2022,5,2,liendp3,5033,40,GBH1101,,,,,1
SP22,1/10/2022,2,3,lannth13,SSLG102,1,GBH1101,,,,,1
SP22,1/10/2022,3,3,lannth13,SSLG102,2,GBH1101,,,,,1
SP22,1/12/2022,2,3,lannth13,SSLG102,3,GBH1101,,,,,1
SP22,1/12/2022,3,3,lannth13,SSLG102,4,GBH1101,,,,,1
SP22,1/14/2022,2,3,lannth13,SSLG102,5,GBH1101,,,,,1
SP22,1/14/2022,3,3,lannth13,SSLG102,6,GBH1101,,,,,1
SP22,1/17/2022,2,3,lannth13,SSLG102,7,GBH1101,,,,,1
SP22,1/17/2022,3,3,lannth13,SSLG102,8,GBH1101,,,,,1
SP22,1/19/2022,2,3,lannth13,SSLG102,9,GBH1101,,,,,1
SP22,1/19/2022,3,3,lannth13,SSLG102,10,GBH1101,,,,,1
SP22,1/21/2022,2,3,lannth13,SSLG102,11,GBH1101,,,,,1
SP22,1/21/2022,3,3,lannth13,SSLG102,12,GBH1101,,,,,1
SP22,2/7/2022,2,3,lannth13,SSLG102,13,GBH1101,,,,,1
SP22,2/7/2022,3,3,lannth13,SSLG102,14,GBH1101,,,,,1
SP22,2/9/2022,2,3,lannth13,SSLG102,15,GBH1101,,,,,1
SP22,2/9/2022,3,3,lannth13,SSLG102,16,GBH1101,,,,,1
SP22,2/11/2022,2,3,lannth13,SSLG102,17,GBH1101,,,,,1
SP22,2/11/2022,3,3,lannth13,SSLG102,18,GBH1101,,,,,1
SP22,2/14/2022,2,3,lannth13,SSLG102,19,GBH1101,,,,,1
SP22,2/14/2022,3,3,lannth13,SSLG102,20,GBH1101,,,,,1
SP22,1/10/2022,2,4,lannth12,5032,1,GBH1102,,,,,1
SP22,1/10/2022,3,4,lannth12,5032,2,GBH1102,,,,,1
SP22,1/12/2022,2,4,lannth12,5032,3,GBH1102,,,,,1
SP22,1/12/2022,3,4,lannth12,5032,4,GBH1102,,,,,1
SP22,1/14/2022,2,4,lannth12,5032,5,GBH1102,,,,,1
SP22,1/14/2022,3,4,lannth12,5032,6,GBH1102,,,,,1
SP22,1/17/2022,2,4,lannth12,5032,7,GBH1102,,,,,1
SP22,1/17/2022,3,4,lannth12,5032,8,GBH1102,,,,,1
SP22,1/19/2022,2,4,lannth12,5032,9,GBH1102,,,,,1
SP22,1/19/2022,3,4,lannth12,5032,10,GBH1102,,,,,1
SP22,1/21/2022,2,4,lannth12,5032,11,GBH1102,,,,,1
SP22,1/21/2022,3,4,lannth12,5032,12,GBH1102,,,,,1
SP22,2/7/2022,2,4,lannth12,5032,13,GBH1102,,,,,1
SP22,2/7/2022,3,4,lannth12,5032,14,GBH1102,,,,,1
SP22,2/9/2022,2,4,lannth12,5032,15,GBH1102,,,,,1
SP22,2/9/2022,3,4,lannth12,5032,16,GBH1102,,,,,1
SP22,2/11/2022,2,4,lannth12,5032,17,GBH1102,,,,,1
SP22,2/11/2022,3,4,lannth12,5032,18,GBH1102,,,,,1
SP22,2/14/2022,2,4,lannth12,5032,19,GBH1102,,,,,1
SP22,2/14/2022,3,4,lannth12,5032,20,GBH1102,,,,,1
SP22,2/16/2022,2,4,lannth12,5032,21,GBH1102,,,,,1
SP22,2/16/2022,3,4,lannth12,5032,22,GBH1102,,,,,1
SP22,2/18/2022,2,4,lannth12,5032,23,GBH1102,,,,,1
SP22,2/18/2022,3,4,lannth12,5032,24,GBH1102,,,,,1
SP22,2/21/2022,2,4,lannth12,5032,25,GBH1102,,,,,1
SP22,2/21/2022,3,4,lannth12,5032,26,GBH1102,,,,,1
SP22,2/23/2022,2,4,lannth12,5032,27,GBH1102,,,,,1
SP22,2/23/2022,3,4,lannth12,5032,28,GBH1102,,,,,1
SP22,2/25/2022,2,4,lannth12,5032,29,GBH1102,,,,,1
SP22,2/25/2022,3,4,lannth12,5032,30,GBH1102,,,,,1
SP22,2/28/2022,2,4,lannth12,5032,31,GBH1102,,,,,1
SP22,2/28/2022,3,4,lannth12,5032,32,GBH1102,,,,,1
SP22,3/2/2022,2,4,lannth12,5032,33,GBH1102,,,,,1
SP22,3/2/2022,3,4,lannth12,5032,34,GBH1102,,,,,1
SP22,3/4/2022,2,4,lannth12,5032,35,GBH1102,,,,,1
SP22,3/4/2022,3,4,lannth12,5032,36,GBH1102,,,,,1
SP22,3/7/2022,2,4,lannth12,5032,37,GBH1102,,,,,1
SP22,3/7/2022,3,4,lannth12,5032,38,GBH1102,,,,,1
SP22,3/9/2022,2,4,lannth12,5032,39,GBH1102,,,,,1
SP22,3/9/2022,3,4,lannth12,5032,40,GBH1102,,,,,1
SP22,1/10/2022,4,5,tunp3,5033,1,GBH1102,,,,,1
SP22,1/10/2022,5,5,tunp3,5033,2,GBH1102,,,,,1
SP22,1/12/2022,4,5,tunp3,5033,3,GBH1102,,,,,1
SP22,1/12/2022,5,5,tunp3,5033,4,GBH1102,,,,,1
SP22,1/14/2022,4,5,tunp3,5033,5,GBH1102,,,,,1
SP22,1/14/2022,5,5,tunp3,5033,6,GBH1102,,,,,1
SP22,1/17/2022,4,5,tunp3,5033,7,GBH1102,,,,,1
SP22,1/17/2022,5,5,tunp3,5033,8,GBH1102,,,,,1
SP22,1/19/2022,4,5,tunp3,5033,9,GBH1102,,,,,1
SP22,1/19/2022,5,5,tunp3,5033,10,GBH1102,,,,,1
SP22,1/21/2022,4,5,tunp3,5033,11,GBH1102,,,,,1
SP22,1/21/2022,5,5,tunp3,5033,12,GBH1102,,,,,1
SP22,2/7/2022,4,5,tunp3,5033,13,GBH1102,,,,,1
SP22,2/7/2022,5,5,tunp3,5033,14,GBH1102,,,,,1
SP22,2/9/2022,4,5,tunp3,5033,15,GBH1102,,,,,1
SP22,2/9/2022,5,5,tunp3,5033,16,GBH1102,,,,,1
SP22,2/11/2022,4,5,tunp3,5033,17,GBH1102,,,,,1
SP22,2/11/2022,5,5,tunp3,5033,18,GBH1102,,,,,1
SP22,2/14/2022,4,5,tunp3,5033,19,GBH1102,,,,,1
SP22,2/14/2022,5,5,tunp3,5033,20,GBH1102,,,,,1
SP22,2/16/2022,4,5,tunp3,5033,21,GBH1102,,,,,1
SP22,2/16/2022,5,5,tunp3,5033,22,GBH1102,,,,,1
SP22,2/18/2022,4,5,tunp3,5033,23,GBH1102,,,,,1
SP22,2/18/2022,5,5,tunp3,5033,24,GBH1102,,,,,1
SP22,2/21/2022,4,5,tunp3,5033,25,GBH1102,,,,,1
SP22,2/21/2022,5,5,tunp3,5033,26,GBH1102,,,,,1
SP22,2/23/2022,4,5,tunp3,5033,27,GBH1102,,,,,1
SP22,2/23/2022,5,5,tunp3,5033,28,GBH1102,,,,,1
SP22,2/25/2022,4,5,tunp3,5033,29,GBH1102,,,,,1
SP22,2/25/2022,5,5,tunp3,5033,30,GBH1102,,,,,1
SP22,2/28/2022,4,5,tunp3,5033,31,GBH1102,,,,,1
SP22,2/28/2022,5,5,tunp3,5033,32,GBH1102,,,,,1
SP22,3/2/2022,4,5,tunp3,5033,33,GBH1102,,,,,1
SP22,3/2/2022,5,5,tunp3,5033,34,GBH1102,,,,,1
SP22,3/4/2022,4,5,tunp3,5033,35,GBH1102,,,,,1
SP22,3/4/2022,5,5,tunp3,5033,36,GBH1102,,,,,1
SP22,3/7/2022,4,5,tunp3,5033,37,GBH1102,,,,,1
SP22,3/7/2022,5,5,tunp3,5033,38,GBH1102,,,,,1
SP22,3/9/2022,4,5,tunp3,5033,39,GBH1102,,,,,1
SP22,3/9/2022,5,5,tunp3,5033,40,GBH1102,,,,,1
SP22,1/10/2022,2,6,lannth15,SSLG102,1,GBH1102,,,,,1
SP22,1/10/2022,3,6,lannth15,SSLG102,2,GBH1102,,,,,1
SP22,1/12/2022,2,6,lannth15,SSLG102,3,GBH1102,,,,,1
SP22,1/12/2022,3,6,lannth15,SSLG102,4,GBH1102,,,,,1
SP22,1/14/2022,2,6,lannth15,SSLG102,5,GBH1102,,,,,1
SP22,1/14/2022,3,6,lannth15,SSLG102,6,GBH1102,,,,,1
SP22,1/17/2022,2,6,lannth15,SSLG102,7,GBH1102,,,,,1
SP22,1/17/2022,3,6,lannth15,SSLG102,8,GBH1102,,,,,1
SP22,1/19/2022,2,6,lannth15,SSLG102,9,GBH1102,,,,,1
SP22,1/19/2022,3,6,lannth15,SSLG102,10,GBH1102,,,,,1
SP22,1/21/2022,2,6,lannth15,SSLG102,11,GBH1102,,,,,1
SP22,1/21/2022,3,6,lannth15,SSLG102,12,GBH1102,,,,,1
SP22,2/7/2022,2,6,lannth15,SSLG102,13,GBH1102,,,,,1
SP22,2/7/2022,3,6,lannth15,SSLG102,14,GBH1102,,,,,1
SP22,2/9/2022,2,6,lannth15,SSLG102,15,GBH1102,,,,,1
SP22,2/9/2022,3,6,lannth15,SSLG102,16,GBH1102,,,,,1
SP22,2/11/2022,2,6,lannth15,SSLG102,17,GBH1102,,,,,1
SP22,2/11/2022,3,6,lannth15,SSLG102,18,GBH1102,,,,,1
SP22,2/14/2022,2,6,lannth15,SSLG102,19,GBH1102,,,,,1
SP22,2/14/2022,3,6,lannth15,SSLG102,20,GBH1102,,,,,1
SP22,1/10/2022,2,7,trangdtt25,5032,1,GBH1103,,,,,1
SP22,1/10/2022,3,7,trangdtt25,5032,2,GBH1103,,,,,1
SP22,1/12/2022,2,7,trangdtt25,5032,3,GBH1103,,,,,1
SP22,1/12/2022,3,7,trangdtt25,5032,4,GBH1103,,,,,1
SP22,1/14/2022,2,7,trangdtt25,5032,5,GBH1103,,,,,1
SP22,1/14/2022,3,7,trangdtt25,5032,6,GBH1103,,,,,1
SP22,1/17/2022,2,7,trangdtt25,5032,7,GBH1103,,,,,1
SP22,1/17/2022,3,7,trangdtt25,5032,8,GBH1103,,,,,1
SP22,1/19/2022,2,7,trangdtt25,5032,9,GBH1103,,,,,1
SP22,1/19/2022,3,7,trangdtt25,5032,10,GBH1103,,,,,1
SP22,1/21/2022,2,7,trangdtt25,5032,11,GBH1103,,,,,1
SP22,1/21/2022,3,7,trangdtt25,5032,12,GBH1103,,,,,1
SP22,2/7/2022,2,7,trangdtt25,5032,13,GBH1103,,,,,1
SP22,2/7/2022,3,7,trangdtt25,5032,14,GBH1103,,,,,1
SP22,2/9/2022,2,7,trangdtt25,5032,15,GBH1103,,,,,1
SP22,2/9/2022,3,7,trangdtt25,5032,16,GBH1103,,,,,1
SP22,2/11/2022,2,7,trangdtt25,5032,17,GBH1103,,,,,1
SP22,2/11/2022,3,7,trangdtt25,5032,18,GBH1103,,,,,1
SP22,2/14/2022,2,7,trangdtt25,5032,19,GBH1103,,,,,1
SP22,2/14/2022,3,7,trangdtt25,5032,20,GBH1103,,,,,1
SP22,2/16/2022,2,7,trangdtt25,5032,21,GBH1103,,,,,1
SP22,2/16/2022,3,7,trangdtt25,5032,22,GBH1103,,,,,1
SP22,2/18/2022,2,7,trangdtt25,5032,23,GBH1103,,,,,1
SP22,2/18/2022,3,7,trangdtt25,5032,24,GBH1103,,,,,1
SP22,2/21/2022,2,7,trangdtt25,5032,25,GBH1103,,,,,1
SP22,2/21/2022,3,7,trangdtt25,5032,26,GBH1103,,,,,1
SP22,2/23/2022,2,7,trangdtt25,5032,27,GBH1103,,,,,1
SP22,2/23/2022,3,7,trangdtt25,5032,28,GBH1103,,,,,1
SP22,2/25/2022,2,7,trangdtt25,5032,29,GBH1103,,,,,1
SP22,2/25/2022,3,7,trangdtt25,5032,30,GBH1103,,,,,1
SP22,2/28/2022,2,7,trangdtt25,5032,31,GBH1103,,,,,1
SP22,2/28/2022,3,7,trangdtt25,5032,32,GBH1103,,,,,1
SP22,3/2/2022,2,7,trangdtt25,5032,33,GBH1103,,,,,1
SP22,3/2/2022,3,7,trangdtt25,5032,34,GBH1103,,,,,1
SP22,3/4/2022,2,7,trangdtt25,5032,35,GBH1103,,,,,1
SP22,3/4/2022,3,7,trangdtt25,5032,36,GBH1103,,,,,1
SP22,3/7/2022,2,7,trangdtt25,5032,37,GBH1103,,,,,1
SP22,3/7/2022,3,7,trangdtt25,5032,38,GBH1103,,,,,1
SP22,3/9/2022,2,7,trangdtt25,5032,39,GBH1103,,,,,1
SP22,3/9/2022,3,7,trangdtt25,5032,40,GBH1103,,,,,1
SP22,1/11/2022,2,8,tungds4,5033,1,GBH1103,,,,,1
SP22,1/11/2022,3,8,tungds4,5033,2,GBH1103,,,,,1
SP22,1/13/2022,2,8,tungds4,5033,3,GBH1103,,,,,1
SP22,1/13/2022,3,8,tungds4,5033,4,GBH1103,,,,,1
SP22,1/15/2022,2,8,tungds4,5033,5,GBH1103,,,,,1
SP22,1/15/2022,3,8,tungds4,5033,6,GBH1103,,,,,1
SP22,1/18/2022,2,8,tungds4,5033,7,GBH1103,,,,,1
SP22,1/18/2022,3,8,tungds4,5033,8,GBH1103,,,,,1
SP22,1/20/2022,2,8,tungds4,5033,9,GBH1103,,,,,1
SP22,1/20/2022,3,8,tungds4,5033,10,GBH1103,,,,,1
SP22,1/22/2022,2,8,tungds4,5033,11,GBH1103,,,,,1
SP22,1/22/2022,3,8,tungds4,5033,12,GBH1103,,,,,1
SP22,2/8/2022,2,8,tungds4,5033,13,GBH1103,,,,,1
SP22,2/8/2022,3,8,tungds4,5033,14,GBH1103,,,,,1
SP22,2/10/2022,2,8,tungds4,5033,15,GBH1103,,,,,1
SP22,2/10/2022,3,8,tungds4,5033,16,GBH1103,,,,,1
SP22,2/12/2022,2,8,tungds4,5033,17,GBH1103,,,,,1
SP22,2/12/2022,3,8,tungds4,5033,18,GBH1103,,,,,1
SP22,2/15/2022,2,8,tungds4,5033,19,GBH1103,,,,,1
SP22,2/15/2022,3,8,tungds4,5033,20,GBH1103,,,,,1
SP22,2/17/2022,2,8,tungds4,5033,21,GBH1103,,,,,1
SP22,2/17/2022,3,8,tungds4,5033,22,GBH1103,,,,,1
SP22,2/19/2022,2,8,tungds4,5033,23,GBH1103,,,,,1
SP22,2/19/2022,3,8,tungds4,5033,24,GBH1103,,,,,1
SP22,2/22/2022,2,8,tungds4,5033,25,GBH1103,,,,,1
SP22,2/22/2022,3,8,tungds4,5033,26,GBH1103,,,,,1
SP22,2/24/2022,2,8,tungds4,5033,27,GBH1103,,,,,1
SP22,2/24/2022,3,8,tungds4,5033,28,GBH1103,,,,,1
SP22,2/26/2022,2,8,tungds4,5033,29,GBH1103,,,,,1
SP22,2/26/2022,3,8,tungds4,5033,30,GBH1103,,,,,1
SP22,3/1/2022,2,8,tungds4,5033,31,GBH1103,,,,,1
SP22,3/1/2022,3,8,tungds4,5033,32,GBH1103,,,,,1
SP22,3/3/2022,2,8,tungds4,5033,33,GBH1103,,,,,1
SP22,3/3/2022,3,8,tungds4,5033,34,GBH1103,,,,,1
SP22,3/5/2022,2,8,tungds4,5033,35,GBH1103,,,,,1
SP22,3/5/2022,3,8,tungds4,5033,36,GBH1103,,,,,1
SP22,3/8/2022,2,8,tungds4,5033,37,GBH1103,,,,,1
SP22,3/8/2022,3,8,tungds4,5033,38,GBH1103,,,,,1
SP22,3/10/2022,2,8,tungds4,5033,39,GBH1103,,,,,1
SP22,3/10/2022,3,8,tungds4,5033,40,GBH1103,,,,,1
SP22,1/10/2022,4,9,lannth12,SSLG102,1,GBH1103,,,,,1
SP22,1/10/2022,5,9,lannth12,SSLG102,2,GBH1103,,,,,1
SP22,1/12/2022,4,9,lannth12,SSLG102,3,GBH1103,,,,,1
SP22,1/12/2022,5,9,lannth12,SSLG102,4,GBH1103,,,,,1
SP22,1/14/2022,4,9,lannth12,SSLG102,5,GBH1103,,,,,1
SP22,1/14/2022,5,9,lannth12,SSLG102,6,GBH1103,,,,,1
SP22,1/17/2022,4,9,lannth12,SSLG102,7,GBH1103,,,,,1
SP22,1/17/2022,5,9,lannth12,SSLG102,8,GBH1103,,,,,1
SP22,1/19/2022,4,9,lannth12,SSLG102,9,GBH1103,,,,,1
SP22,1/19/2022,5,9,lannth12,SSLG102,10,GBH1103,,,,,1
SP22,1/21/2022,4,9,lannth12,SSLG102,11,GBH1103,,,,,1
SP22,1/21/2022,5,9,lannth12,SSLG102,12,GBH1103,,,,,1
SP22,2/7/2022,4,9,lannth12,SSLG102,13,GBH1103,,,,,1
SP22,2/7/2022,5,9,lannth12,SSLG102,14,GBH1103,,,,,1
SP22,2/9/2022,4,9,lannth12,SSLG102,15,GBH1103,,,,,1
SP22,2/9/2022,5,9,lannth12,SSLG102,16,GBH1103,,,,,1
SP22,2/11/2022,4,9,lannth12,SSLG102,17,GBH1103,,,,,1
SP22,2/11/2022,5,9,lannth12,SSLG102,18,GBH1103,,,,,1
SP22,2/14/2022,4,9,lannth12,SSLG102,19,GBH1103,,,,,1
SP22,2/14/2022,5,9,lannth12,SSLG102,20,GBH1103,,,,,1
SP22,1/10/2022,4,10,oanhlty2,5032,1,GBH1104,,,,,1
SP22,1/10/2022,5,10,oanhlty2,5032,2,GBH1104,,,,,1
SP22,1/12/2022,4,10,oanhlty2,5032,3,GBH1104,,,,,1
SP22,1/12/2022,5,10,oanhlty2,5032,4,GBH1104,,,,,1
SP22,1/14/2022,4,10,oanhlty2,5032,5,GBH1104,,,,,1
SP22,1/14/2022,5,10,oanhlty2,5032,6,GBH1104,,,,,1
SP22,1/17/2022,4,10,oanhlty2,5032,7,GBH1104,,,,,1
SP22,1/17/2022,5,10,oanhlty2,5032,8,GBH1104,,,,,1
SP22,1/19/2022,4,10,oanhlty2,5032,9,GBH1104,,,,,1
SP22,1/19/2022,5,10,oanhlty2,5032,10,GBH1104,,,,,1
SP22,1/21/2022,4,10,oanhlty2,5032,11,GBH1104,,,,,1
SP22,1/21/2022,5,10,oanhlty2,5032,12,GBH1104,,,,,1
SP22,2/7/2022,4,10,oanhlty2,5032,13,GBH1104,,,,,1
SP22,2/7/2022,5,10,oanhlty2,5032,14,GBH1104,,,,,1
SP22,2/9/2022,4,10,oanhlty2,5032,15,GBH1104,,,,,1
SP22,2/9/2022,5,10,oanhlty2,5032,16,GBH1104,,,,,1
SP22,2/11/2022,4,10,oanhlty2,5032,17,GBH1104,,,,,1
SP22,2/11/2022,5,10,oanhlty2,5032,18,GBH1104,,,,,1
SP22,2/14/2022,4,10,oanhlty2,5032,19,GBH1104,,,,,1
SP22,2/14/2022,5,10,oanhlty2,5032,20,GBH1104,,,,,1
SP22,2/16/2022,4,10,oanhlty2,5032,21,GBH1104,,,,,1
SP22,2/16/2022,5,10,oanhlty2,5032,22,GBH1104,,,,,1
SP22,2/18/2022,4,10,oanhlty2,5032,23,GBH1104,,,,,1
SP22,2/18/2022,5,10,oanhlty2,5032,24,GBH1104,,,,,1
SP22,2/21/2022,4,10,oanhlty2,5032,25,GBH1104,,,,,1
SP22,2/21/2022,5,10,oanhlty2,5032,26,GBH1104,,,,,1
SP22,2/23/2022,4,10,oanhlty2,5032,27,GBH1104,,,,,1
SP22,2/23/2022,5,10,oanhlty2,5032,28,GBH1104,,,,,1
SP22,2/25/2022,4,10,oanhlty2,5032,29,GBH1104,,,,,1
SP22,2/25/2022,5,10,oanhlty2,5032,30,GBH1104,,,,,1
SP22,2/28/2022,4,10,oanhlty2,5032,31,GBH1104,,,,,1
SP22,2/28/2022,5,10,oanhlty2,5032,32,GBH1104,,,,,1
SP22,3/2/2022,4,10,oanhlty2,5032,33,GBH1104,,,,,1
SP22,3/2/2022,5,10,oanhlty2,5032,34,GBH1104,,,,,1
SP22,3/4/2022,4,10,oanhlty2,5032,35,GBH1104,,,,,1
SP22,3/4/2022,5,10,oanhlty2,5032,36,GBH1104,,,,,1
SP22,3/7/2022,4,10,oanhlty2,5032,37,GBH1104,,,,,1
SP22,3/7/2022,5,10,oanhlty2,5032,38,GBH1104,,,,,1
SP22,3/9/2022,4,10,oanhlty2,5032,39,GBH1104,,,,,1
SP22,3/9/2022,5,10,oanhlty2,5032,40,GBH1104,,,,,1
SP22,1/10/2022,2,11,tunp3,5033,1,GBH1104,,,,,1
SP22,1/10/2022,3,11,tunp3,5033,2,GBH1104,,,,,1
SP22,1/12/2022,2,11,tunp3,5033,3,GBH1104,,,,,1
SP22,1/12/2022,3,11,tunp3,5033,4,GBH1104,,,,,1
SP22,1/14/2022,2,11,tunp3,5033,5,GBH1104,,,,,1
SP22,1/14/2022,3,11,tunp3,5033,6,GBH1104,,,,,1
SP22,1/17/2022,2,11,tunp3,5033,7,GBH1104,,,,,1
SP22,1/17/2022,3,11,tunp3,5033,8,GBH1104,,,,,1
SP22,1/19/2022,2,11,tunp3,5033,9,GBH1104,,,,,1
SP22,1/19/2022,3,11,tunp3,5033,10,GBH1104,,,,,1
SP22,1/21/2022,2,11,tunp3,5033,11,GBH1104,,,,,1
SP22,1/21/2022,3,11,tunp3,5033,12,GBH1104,,,,,1
SP22,2/7/2022,2,11,tunp3,5033,13,GBH1104,,,,,1
SP22,2/7/2022,3,11,tunp3,5033,14,GBH1104,,,,,1
SP22,2/9/2022,2,11,tunp3,5033,15,GBH1104,,,,,1
SP22,2/9/2022,3,11,tunp3,5033,16,GBH1104,,,,,1
SP22,2/11/2022,2,11,tunp3,5033,17,GBH1104,,,,,1
SP22,2/11/2022,3,11,tunp3,5033,18,GBH1104,,,,,1
SP22,2/14/2022,2,11,tunp3,5033,19,GBH1104,,,,,1
SP22,2/14/2022,3,11,tunp3,5033,20,GBH1104,,,,,1
SP22,2/16/2022,2,11,tunp3,5033,21,GBH1104,,,,,1
SP22,2/16/2022,3,11,tunp3,5033,22,GBH1104,,,,,1
SP22,2/18/2022,2,11,tunp3,5033,23,GBH1104,,,,,1
SP22,2/18/2022,3,11,tunp3,5033,24,GBH1104,,,,,1
SP22,2/21/2022,2,11,tunp3,5033,25,GBH1104,,,,,1
SP22,2/21/2022,3,11,tunp3,5033,26,GBH1104,,,,,1
