term,date,slot,room,teacher,subjectcode,sessionnumber,studentgroup,,,Note,SlotType,Type
SP22,2022-02-28,4,2,liendp3,5033,31,GBH1101,,,,,1
SP22,2022-02-28,5,2,liendp3,5033,32,GBH1101,,,,,1
SP22,2022-03-02,4,2,liendp3,5033,33,GBH1101,,,,,1
SP22,2022-03-02,5,2,liendp3,5033,34,GBH1101,,,,,1
SP22,2022-03-04,5,2,liendp3,5033,35,GBH1101,,,,,1
SP22,2022-03-04,6,2,liendp3,5033,36,GBH1101,,,,,1
SP22,2022-03-07,4,2,liendp3,5033,37,GBH1101,,,,,1
SP22,2022-03-07,5,2,liendp3,5033,38,GBH1101,,,,,1
SP22,2022-03-09,4,2,liendp3,5033,39,GBH1101,,,,,1
SP22,2022-03-09,5,2,liendp3,5033,40,GBH1101,,,,,1
